scenario_id,source_event_id,user_id,timestamp,ip_address,location,latitude,longitude,device_fingerprint,user_agent,auth_status,failed_attempts,access_pattern,source
auth_burst,alias-demo-hist-demo_admin-010,demo_admin,2026-09-13T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-009,demo_admin,2026-09-14T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-008,demo_admin,2026-09-15T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-007,demo_admin,2026-09-16T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-006,demo_admin,2026-09-17T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-005,demo_admin,2026-09-18T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-004,demo_admin,2026-09-19T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-003,demo_admin,2026-09-20T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-002,demo_admin,2026-09-21T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-hist-demo_admin-001,demo_admin,2026-09-22T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,0,VPN,DEMO_HISTORY
auth_burst,alias-demo-auth-burst-fail-001,demo_admin,2026-09-23T09:55:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FAILURE,1,VPN,SCENARIO
auth_burst,alias-demo-auth-burst-fail-002,demo_admin,2026-09-23T09:56:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FAILURE,2,VPN,SCENARIO
auth_burst,alias-demo-auth-burst-fail-003,demo_admin,2026-09-23T09:57:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FAILURE,3,VPN,SCENARIO
auth_burst,alias-demo-auth-burst-fail-004,demo_admin,2026-09-23T09:58:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FAILURE,4,VPN,SCENARIO
auth_burst,alias-demo-auth-burst-001,demo_admin,2026-09-23T10:00:00,8.8.8.8,"Mountain View, US",37.3861,-122.0839,admin-workstation,Mozilla/5.0 (Windows NT 10.0; Win64; x64),SUCCESS,5,VPN,SCENARIO
multi_signal,alias-demo-hist-demo_ceo-010,demo_ceo,2026-09-13T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-009,demo_ceo,2026-09-14T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-008,demo_ceo,2026-09-15T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-007,demo_ceo,2026-09-16T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-006,demo_ceo,2026-09-17T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-005,demo_ceo,2026-09-18T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-004,demo_ceo,2026-09-19T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-003,demo_ceo,2026-09-20T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-002,demo_ceo,2026-09-21T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-hist-demo_ceo-001,demo_ceo,2026-09-22T10:00:00,9.9.9.9,"Paris, FR",48.8566,2.3522,ceo-laptop,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0),SUCCESS,0,DIRECT,DEMO_HISTORY
multi_signal,alias-demo-multi-signal-001,demo_ceo,2026-09-23T03:00:00,45.33.22.11,"Moscow, RU",55.7558,37.6173,attacker-linux-box,curl/7.81.0,SUCCESS,3,TOR,SCENARIO
unseen_network,alias-demo-hist-demo_marcus-010,demo_marcus,2026-09-13T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-009,demo_marcus,2026-09-14T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-008,demo_marcus,2026-09-15T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-007,demo_marcus,2026-09-16T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-006,demo_marcus,2026-09-17T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-005,demo_marcus,2026-09-18T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-004,demo_marcus,2026-09-19T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-003,demo_marcus,2026-09-20T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-002,demo_marcus,2026-09-21T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-hist-demo_marcus-001,demo_marcus,2026-09-22T10:00:00,198.51.100.45,"Chicago, US",41.8781,-87.6298,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,VPN,DEMO_HISTORY
unseen_network,alias-demo-unseen-network-001,demo_marcus,2026-09-23T10:00:00,185.220.101.5,"Frankfurt, DE",50.1109,8.6821,marcus-laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0,SUCCESS,0,TOR,SCENARIO
